evidence_id,case_id,transaction_id,order_id,normalized_category,reason_code,evidence_type,document_text,is_required,is_relevant,is_contradictory,evidence_strength_score,evidence_quality_score,ground_truth_rank,dataset_split
CB_IN_2026_02371_EV_06,CB_IN_2026_02371,TXN_394208516689,ORD_2720385937,ITEM_NOT_RECEIVED,13.1,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_394208516689. Device history confirms previous account usage.,False,False,False,0.0607,0.1763,0,validation
CB_IN_2026_02371_EV_07,CB_IN_2026_02371,TXN_394208516689,ORD_2720385937,ITEM_NOT_RECEIVED,13.1,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.3141,0.3239,0,validation
CB_IN_2026_02371_EV_08,CB_IN_2026_02371,TXN_394208516689,ORD_2720385937,ITEM_NOT_RECEIVED,13.1,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_394208516689.,False,False,False,0.1961,0.1008,0,validation
CB_IN_2026_02372_EV_00,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,DELIVERY_TRACKING,Courier tracking record for order ORD_2385630211 confirms dispatch and transit.,True,True,False,0.9185,0.9489,1,train
CB_IN_2026_02372_EV_01,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_2385630211.,True,True,False,0.9298,0.8832,1,train
CB_IN_2026_02372_EV_02,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,ORDER_CONFIRMATION,Order ORD_2385630211 confirmed and receipt dispatched to registered email. Total: INR 16145.39.,False,True,False,0.728,0.7766,2,train
CB_IN_2026_02372_EV_03,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,SIGNED_DELIVERY,Signed proof of delivery receipt on file for order ORD_2385630211.,False,True,False,0.76,0.7274,2,train
CB_IN_2026_02372_EV_04,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,INVOICE,Tax Invoice generated for order ORD_2385630211 with price breakdown. Total: INR 16145.39.,False,True,False,0.5749,0.6263,2,train
CB_IN_2026_02372_EV_05,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.803,0.8602,2,train
CB_IN_2026_02372_EV_06,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,DELIVERY_OTP,Delivery OTP verified at destination for order ORD_2385630211.,False,True,False,0.6338,0.6957,2,train
CB_IN_2026_02372_EV_07,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_374932551134.,False,False,False,0.092,0.1139,0,train
CB_IN_2026_02372_EV_08,CB_IN_2026_02372,TXN_374932551134,ORD_2385630211,ITEM_NOT_RECEIVED,1064,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_374932551134. Device history confirms previous account usage.,False,False,False,0.1771,0.237,0,train
CB_IN_2026_02373_EV_00,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,DELIVERY_TRACKING,Courier tracking record for order ORD_1109463685 confirms dispatch and transit.,True,True,False,0.9729,0.9765,1,train
CB_IN_2026_02373_EV_01,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_1109463685.,True,True,False,0.9602,0.9898,1,train
CB_IN_2026_02373_EV_02,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.8091,0.6765,2,train
CB_IN_2026_02373_EV_03,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,SIGNED_DELIVERY,Signed proof of delivery receipt on file for order ORD_1109463685.,False,True,False,0.8555,0.7039,2,train
CB_IN_2026_02373_EV_04,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_1109463685 for chargeback reason code 1064.,False,True,True,0.8035,0.7027,2,train
CB_IN_2026_02373_EV_05,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,ORDER_CONFIRMATION,Order ORD_1109463685 confirmed and receipt dispatched to registered email. Total: INR 1400.64.,False,True,False,0.7171,0.8566,2,train
CB_IN_2026_02373_EV_06,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,DELIVERY_OTP,Delivery OTP verified at destination for order ORD_1109463685.,False,True,False,0.5572,0.6031,2,train
CB_IN_2026_02373_EV_07,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,INVOICE,Tax Invoice generated for order ORD_1109463685 with price breakdown. Total: INR 1400.64.,False,True,False,0.8692,0.7843,2,train
CB_IN_2026_02373_EV_08,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_325767602489.,False,False,False,0.3738,0.547,0,train
CB_IN_2026_02373_EV_09,CB_IN_2026_02373,TXN_325767602489,ORD_1109463685,ITEM_NOT_RECEIVED,1064,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.2862,0.4431,0,train
CB_IN_2026_02374_EV_00,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,SERVICE_COMPLETION_PROOF,Service completion sign-off record available for order ORD_2637530740.,True,True,False,0.8334,0.731,1,train
CB_IN_2026_02374_EV_01,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_2637530740 for chargeback reason code 1064.,False,True,False,0.7885,0.8011,2,train
CB_IN_2026_02374_EV_02,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,ACCOUNT_USAGE_LOG,Post-activation digital service access and usage logs.,False,True,False,0.7344,0.765,2,train
CB_IN_2026_02374_EV_03,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,TERMS_ACCEPTANCE,Customer explicitly checked acceptance of subscription terms.,False,True,False,0.8344,0.8216,2,train
CB_IN_2026_02374_EV_04,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,CONTRACT,Executed service contract linked to order ORD_2637530740.,False,True,False,0.8389,0.8961,2,train
CB_IN_2026_02374_EV_05,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,INVOICE,Tax Invoice generated for order ORD_2637530740 with price breakdown. Total: INR 6115.45.,False,True,False,0.7267,0.6824,2,train
CB_IN_2026_02374_EV_06,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_428542522196. Device history confirms previous account usage.,False,False,False,0.0626,0.0363,0,train
CB_IN_2026_02374_EV_07,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,DELIVERY_TRACKING,Courier tracking record for order ORD_2637530740 confirms dispatch and transit.,False,False,False,0.3493,0.3254,0,train
CB_IN_2026_02374_EV_08,CB_IN_2026_02374,TXN_428542522196,ORD_2637530740,SERVICE_NOT_PROVIDED,1064,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_2637530740.,False,False,False,0.3081,0.2306,0,train
CB_IN_2026_02375_EV_00,CB_IN_2026_02375,TXN_234947330140,ORD_2707865621,REFUND_NOT_RECEIVED,1061,REFUND_RECORD,Refund ARN processing record generated for transaction TXN_234947330140.,True,True,False,0.8872,0.8583,1,train
CB_IN_2026_02375_EV_01,CB_IN_2026_02375,TXN_234947330140,ORD_2707865621,REFUND_NOT_RECEIVED,1061,TRANSACTION_RECEIPT,Itemized transaction receipt for TXN_234947330140. Amount: INR 4446.64.,False,True,False,0.7149,0.701,2,train
CB_IN_2026_02375_EV_02,CB_IN_2026_02375,TXN_234947330140,ORD_2707865621,REFUND_NOT_RECEIVED,1061,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_234947330140. Device history confirms previous account usage.,False,False,False,0.2712,0.3423,0,train
CB_IN_2026_02375_EV_03,CB_IN_2026_02375,TXN_234947330140,ORD_2707865621,REFUND_NOT_RECEIVED,1061,DELIVERY_TRACKING,Courier tracking record for order ORD_2707865621 confirms dispatch and transit.,False,False,False,0.2716,0.3824,0,train
CB_IN_2026_02376_EV_00,CB_IN_2026_02376,TXN_884893871803,ORD_1697411687,FRAUD_UNAUTHORIZED,128,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_884893871803. Auth Code: AUTH_871803. Amount: INR 6670.14.,True,True,False,0.8849,0.8036,1,test
CB_IN_2026_02376_EV_01,CB_IN_2026_02376,TXN_884893871803,ORD_1697411687,FRAUD_UNAUTHORIZED,128,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_884893871803. ECI: 05 (Liability Shift Active).,True,True,False,0.7706,0.8566,1,test
CB_IN_2026_02376_EV_02,CB_IN_2026_02376,TXN_884893871803,ORD_1697411687,FRAUD_UNAUTHORIZED,128,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_884893871803 match registered cardholder location.,False,True,False,0.6842,0.6041,2,test
CB_IN_2026_02376_EV_03,CB_IN_2026_02376,TXN_884893871803,ORD_1697411687,FRAUD_UNAUTHORIZED,128,ORDER_CONFIRMATION,Order ORD_1697411687 confirmed and receipt dispatched to registered email. Total: INR 6670.14.,False,True,False,0.8549,0.7519,2,test
CB_IN_2026_02376_EV_04,CB_IN_2026_02376,TXN_884893871803,ORD_1697411687,FRAUD_UNAUTHORIZED,128,SERVICE_COMPLETION_PROOF,Service completion sign-off record available for order ORD_1697411687.,False,False,False,0.0649,0.1243,0,test
CB_IN_2026_02376_EV_05,CB_IN_2026_02376,TXN_884893871803,ORD_1697411687,FRAUD_UNAUTHORIZED,128,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.239,0.3332,0,test
CB_IN_2026_02376_EV_06,CB_IN_2026_02376,TXN_884893871803,ORD_1697411687,FRAUD_UNAUTHORIZED,128,RETURN_POLICY,Merchant return policy document.,False,False,False,0.1686,0.0836,0,test
CB_IN_2026_02377_EV_00,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,REFUND_RECORD,Refund ARN processing record generated for transaction TXN_641907452650.,True,True,False,0.8559,0.9267,1,train
CB_IN_2026_02377_EV_01,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,CANCELLATION_RECORD,Customer subscription cancellation log and date timestamp.,False,True,False,0.8356,0.8329,2,train
CB_IN_2026_02377_EV_02,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,REFUND_POLICY,Merchant refund policy document.,False,True,False,0.6227,0.6158,2,train
CB_IN_2026_02377_EV_03,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_8809669930 for chargeback reason code 13.6.,False,True,False,0.8221,0.8623,2,train
CB_IN_2026_02377_EV_04,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,BANK_RRN_RECORD,Bank Reconciliation Reference Number (RRN) match confirmed by acquiring bank.,False,True,False,0.6238,0.4925,2,train
CB_IN_2026_02377_EV_05,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,TRANSACTION_RECEIPT,Itemized transaction receipt for TXN_641907452650. Amount: INR 1827.55.,False,True,False,0.8767,0.8939,2,train
CB_IN_2026_02377_EV_06,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,DELIVERY_TRACKING,Courier tracking record for order ORD_8809669930 confirms dispatch and transit.,False,False,False,0.1904,0.2667,0,train
CB_IN_2026_02377_EV_07,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_641907452650. Device history confirms previous account usage.,False,False,False,0.069,0.1886,0,train
CB_IN_2026_02377_EV_08,CB_IN_2026_02377,TXN_641907452650,ORD_8809669930,REFUND_NOT_RECEIVED,13.6,PRODUCT_IMAGES,Product photos and QC inspector stamp stored for order ORD_8809669930.,False,False,False,0.2768,0.2495,0,train
CB_IN_2026_02378_EV_00,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,ORDER_CONFIRMATION,Order ORD_8019980278 confirmed and receipt dispatched to registered email. Total: INR 1179.65.,True,True,False,0.8502,0.8638,1,train
CB_IN_2026_02378_EV_01,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,PRODUCT_DESCRIPTION,Product specifications and terms displayed during purchase.,True,True,False,0.8895,0.9155,1,train
CB_IN_2026_02378_EV_02,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,QC_RECORDS,Quality Control dispatch certificate approved for order ORD_8019980278.,False,True,False,0.6461,0.6123,2,train
CB_IN_2026_02378_EV_03,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.7226,0.6809,2,train
CB_IN_2026_02378_EV_04,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,RETURN_RECORD,Return request status and merchant return processing log.,False,True,False,0.7281,0.6344,2,train
CB_IN_2026_02378_EV_05,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_220407783034. Device history confirms previous account usage.,False,False,False,0.0919,0.0141,0,train
CB_IN_2026_02378_EV_06,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_220407783034. ECI: 05 (Liability Shift Active).,False,False,False,0.1378,0.1912,0,train
CB_IN_2026_02378_EV_07,CB_IN_2026_02378,TXN_220407783034,ORD_8019980278,NOT_AS_DESCRIBED,1062,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_220407783034 match registered cardholder location.,False,False,False,0.1352,0.1717,0,train
CB_IN_2026_02379_EV_00,CB_IN_2026_02379,TXN_724473400788,ORD_3290333476,SUBSCRIPTION_CANCELED,13.2,CANCELLATION_RECORD,Customer subscription cancellation log and date timestamp.,True,True,False,0.7624,0.7627,1,train
CB_IN_2026_02379_EV_01,CB_IN_2026_02379,TXN_724473400788,ORD_3290333476,SUBSCRIPTION_CANCELED,13.2,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_724473400788. Auth Code: AUTH_400788. Amount: INR 387.57.,False,True,False,0.7261,0.7759,2,train
CB_IN_2026_02379_EV_02,CB_IN_2026_02379,TXN_724473400788,ORD_3290333476,SUBSCRIPTION_CANCELED,13.2,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_3290333476 for chargeback reason code 13.2.,False,True,False,0.8511,0.764,2,train
CB_IN_2026_02379_EV_03,CB_IN_2026_02379,TXN_724473400788,ORD_3290333476,SUBSCRIPTION_CANCELED,13.2,SUBSCRIPTION_USAGE_LOG,Active digital subscription stream/download log post-billing.,False,True,False,0.7624,0.8272,2,train
CB_IN_2026_02379_EV_04,CB_IN_2026_02379,TXN_724473400788,ORD_3290333476,SUBSCRIPTION_CANCELED,13.2,PRODUCT_IMAGES,Product photos and QC inspector stamp stored for order ORD_3290333476.,False,False,False,0.393,0.3032,0,train
CB_IN_2026_02379_EV_05,CB_IN_2026_02379,TXN_724473400788,ORD_3290333476,SUBSCRIPTION_CANCELED,13.2,DELIVERY_TRACKING,Courier tracking record for order ORD_3290333476 confirms dispatch and transit.,False,False,False,0.061,0.087,0,train
CB_IN_2026_02380_EV_00,CB_IN_2026_02380,TXN_862899821198,ORD_8049319329,ITEM_NOT_RECEIVED,13.1,DELIVERY_TRACKING,Courier tracking record for order ORD_8049319329 confirms dispatch and transit.,True,True,False,0.964,0.9236,1,test
CB_IN_2026_02380_EV_01,CB_IN_2026_02380,TXN_862899821198,ORD_8049319329,ITEM_NOT_RECEIVED,13.1,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_8049319329.,True,True,False,0.8585,0.8838,1,test
CB_IN_2026_02380_EV_02,CB_IN_2026_02380,TXN_862899821198,ORD_8049319329,ITEM_NOT_RECEIVED,13.1,DELIVERY_OTP,Delivery OTP verified at destination for order ORD_8049319329.,False,True,False,0.8472,0.7581,2,test
CB_IN_2026_02380_EV_03,CB_IN_2026_02380,TXN_862899821198,ORD_8049319329,ITEM_NOT_RECEIVED,13.1,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_862899821198.,False,False,False,0.2129,0.3025,0,test
CB_IN_2026_02380_EV_04,CB_IN_2026_02380,TXN_862899821198,ORD_8049319329,ITEM_NOT_RECEIVED,13.1,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.283,0.3219,0,test
CB_IN_2026_02381_EV_00,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,ORDER_CONFIRMATION,Order ORD_4799480921 confirmed and receipt dispatched to registered email. Total: INR 1535.97.,True,True,False,0.8213,0.781,1,train
CB_IN_2026_02381_EV_01,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,PRODUCT_DESCRIPTION,Product specifications and terms displayed during purchase.,True,True,False,0.9453,1.0,1,train
CB_IN_2026_02381_EV_02,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,QC_RECORDS,Quality Control dispatch certificate approved for order ORD_4799480921.,False,True,False,0.7239,0.676,2,train
CB_IN_2026_02381_EV_03,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,PRODUCT_IMAGES,Product photos and QC inspector stamp stored for order ORD_4799480921.,False,True,False,0.8057,0.795,2,train
CB_IN_2026_02381_EV_04,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,INVOICE,Tax Invoice generated for order ORD_4799480921 with price breakdown. Total: INR 1535.97.,False,True,False,0.7118,0.7553,2,train
CB_IN_2026_02381_EV_05,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,RETURN_RECORD,Return request status and merchant return processing log.,False,True,False,0.7519,0.7786,2,train
CB_IN_2026_02381_EV_06,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,CUSTOMER_COMMUNICATION,Customer communication logs regarding order ORD_4799480921 for chargeback reason code 13.3.,False,True,False,0.8715,0.9302,2,train
CB_IN_2026_02381_EV_07,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.7379,0.5697,2,train
CB_IN_2026_02381_EV_08,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_313782104847. Device history confirms previous account usage.,False,False,False,0.2286,0.243,0,train
CB_IN_2026_02381_EV_09,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_313782104847 match registered cardholder location.,False,False,False,0.1289,0.0605,0,train
CB_IN_2026_02381_EV_10,CB_IN_2026_02381,TXN_313782104847,ORD_4799480921,NOT_AS_DESCRIBED,13.3,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_313782104847. ECI: 05 (Liability Shift Active).,False,False,False,0.1875,0.2115,0,train
CB_IN_2026_02382_EV_00,CB_IN_2026_02382,TXN_235540534903,ORD_7979682784,NOT_AS_DESCRIBED,4853,ORDER_CONFIRMATION,Order ORD_7979682784 confirmed and receipt dispatched to registered email. Total: INR 493.55.,True,True,False,0.9454,0.853,1,test
CB_IN_2026_02382_EV_01,CB_IN_2026_02382,TXN_235540534903,ORD_7979682784,NOT_AS_DESCRIBED,4853,PRODUCT_DESCRIPTION,Product specifications and terms displayed during purchase.,True,True,False,0.9529,1.0,1,test
CB_IN_2026_02382_EV_02,CB_IN_2026_02382,TXN_235540534903,ORD_7979682784,NOT_AS_DESCRIBED,4853,QC_RECORDS,Quality Control dispatch certificate approved for order ORD_7979682784.,False,True,False,0.6059,0.5578,2,test
CB_IN_2026_02382_EV_03,CB_IN_2026_02382,TXN_235540534903,ORD_7979682784,NOT_AS_DESCRIBED,4853,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_235540534903. Device history confirms previous account usage.,False,False,False,0.0782,0.015,0,test
CB_IN_2026_02382_EV_04,CB_IN_2026_02382,TXN_235540534903,ORD_7979682784,NOT_AS_DESCRIBED,4853,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_235540534903. ECI: 05 (Liability Shift Active).,False,False,False,0.1904,0.1635,0,test
CB_IN_2026_02382_EV_05,CB_IN_2026_02382,TXN_235540534903,ORD_7979682784,NOT_AS_DESCRIBED,4853,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_235540534903 match registered cardholder location.,False,False,False,0.16,0.4256,0,test
CB_IN_2026_02383_EV_00,CB_IN_2026_02383,TXN_107755531420,ORD_3907068866,NOT_AS_DESCRIBED,1062,ORDER_CONFIRMATION,Order ORD_3907068866 confirmed and receipt dispatched to registered email. Total: INR 269.67.,True,True,False,0.8467,0.878,1,train
CB_IN_2026_02383_EV_01,CB_IN_2026_02383,TXN_107755531420,ORD_3907068866,NOT_AS_DESCRIBED,1062,PRODUCT_DESCRIPTION,Product specifications and terms displayed during purchase.,True,True,False,0.9706,0.8994,1,train
CB_IN_2026_02383_EV_02,CB_IN_2026_02383,TXN_107755531420,ORD_3907068866,NOT_AS_DESCRIBED,1062,TERMS_AND_CONDITIONS,Merchant terms of service and fulfillment policy accepted at checkout.,False,True,False,0.8809,0.9491,2,train
CB_IN_2026_02383_EV_03,CB_IN_2026_02383,TXN_107755531420,ORD_3907068866,NOT_AS_DESCRIBED,1062,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_107755531420. ECI: 05 (Liability Shift Active).,False,False,False,0.3676,0.4197,0,train
CB_IN_2026_02383_EV_04,CB_IN_2026_02383,TXN_107755531420,ORD_3907068866,NOT_AS_DESCRIBED,1062,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_107755531420 match registered cardholder location.,False,False,False,0.3914,0.2532,0,train
CB_IN_2026_02383_EV_05,CB_IN_2026_02383,TXN_107755531420,ORD_3907068866,NOT_AS_DESCRIBED,1062,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_107755531420. Device history confirms previous account usage.,False,False,False,0.1731,0.1997,0,train
CB_IN_2026_02384_EV_00,CB_IN_2026_02384,TXN_142525304970,ORD_6081888038,ITEM_NOT_RECEIVED,1064,DELIVERY_TRACKING,Courier tracking record for order ORD_6081888038 confirms dispatch and transit.,True,True,False,0.8391,0.9566,1,train
CB_IN_2026_02384_EV_01,CB_IN_2026_02384,TXN_142525304970,ORD_6081888038,ITEM_NOT_RECEIVED,1064,PROOF_OF_DELIVERY,Carrier proof of delivery confirmation generated for order ORD_6081888038.,True,True,False,0.8994,0.8487,1,train
CB_IN_2026_02384_EV_02,CB_IN_2026_02384,TXN_142525304970,ORD_6081888038,ITEM_NOT_RECEIVED,1064,SIGNED_DELIVERY,Signed proof of delivery receipt on file for order ORD_6081888038.,False,True,False,0.5869,0.6899,2,train
CB_IN_2026_02384_EV_03,CB_IN_2026_02384,TXN_142525304970,ORD_6081888038,ITEM_NOT_RECEIVED,1064,DEVICE_LOG,Device fingerprint and MAC recorded during transaction TXN_142525304970. Device history confirms previous account usage.,False,False,False,0.3811,0.2444,0,train
CB_IN_2026_02384_EV_04,CB_IN_2026_02384,TXN_142525304970,ORD_6081888038,ITEM_NOT_RECEIVED,1064,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_142525304970.,False,False,False,0.1505,0.1423,0,train
CB_IN_2026_02384_EV_05,CB_IN_2026_02384,TXN_142525304970,ORD_6081888038,ITEM_NOT_RECEIVED,1064,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.2972,0.2787,0,train
CB_IN_2026_02385_EV_00,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,PAYMENT_AUTHORIZATION,Payment authorization successful for transaction TXN_786026213473. Auth Code: AUTH_213473. Amount: INR 6558.42.,True,True,False,0.8781,0.8947,1,train
CB_IN_2026_02385_EV_01,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,THREE_DS_AUTHENTICATION,3DS / OTP authentication successfully verified for transaction TXN_786026213473. ECI: 05 (Liability Shift Active).,True,True,False,0.8322,0.8949,1,train
CB_IN_2026_02385_EV_02,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,PRIOR_UNDISPUTED_TRANSACTION,Customer completed prior undisputed transaction on same device and card.,False,True,False,0.8909,0.7983,2,train
CB_IN_2026_02385_EV_03,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,IP_LOG,IP address and ISP geolocation record associated with transaction TXN_786026213473 match registered cardholder location.,False,True,False,0.7134,0.6634,2,train
CB_IN_2026_02385_EV_04,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,LOGIN_LOG,Customer account login activity authenticated before transaction TXN_786026213473.,False,True,False,0.601,0.5694,2,train
CB_IN_2026_02385_EV_05,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,RETURN_POLICY,Merchant return policy document.,False,False,False,0.2625,0.2646,0,train
CB_IN_2026_02385_EV_06,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,REFUND_POLICY,Merchant refund policy document.,False,False,False,0.2342,0.1748,0,train
CB_IN_2026_02385_EV_07,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,DELIVERY_TRACKING,Courier tracking record for order ORD_4434494877 confirms dispatch and transit.,False,False,False,0.0949,0.0188,0,train
CB_IN_2026_02385_EV_08,CB_IN_2026_02385,TXN_786026213473,ORD_4434494877,FRAUD_UNAUTHORIZED,1142,SERVICE_COMPLETION_PROOF,Service completion sign-off record available for order ORD_4434494877.,False,False,False,0.1247,0.0348,0,train
