case_id,transaction_id,order_id,payment_rail,network,normalized_category,dispute_amount_inr,currency,country,transaction_date,filing_delay_days,dispute_filed_date,is_tokenized,otp_entry_duration_sec,previous_successful_orders,previous_refunds,previous_chargebacks,total_evidence,relevant_evidence_count,required_evidence_count,contradictory_evidence_count,merchant_representment_won,bank_rrn_match,delivery_otp_verified,ip_geo_match,sim_swap_flag_48h,transaction_record_match,post_dispute_activity,representment_fee_inr,false_positive_cost_inr,false_negative_cost_inr,dataset_split
CB_IN_2026_07167,TXN_277119269057,ORD_3070619874,CARD,RUPAY,INCORRECT_AMOUNT,57.03,INR,IN,2026-02-10,5,2026-02-15,True,43,2,1,0,5,3,2,0,0,True,True,True,False,False,False,300,800,57.03,train
CB_IN_2026_03580,TXN_789165196763,ORD_4339431884,CARD,RUPAY,FRAUD_UNAUTHORIZED,428.04,INR,IN,2026-01-16,30,2026-02-15,True,17,5,0,0,10,7,2,0,1,True,False,True,False,False,False,300,800,428.04,train
CB_IN_2026_00411,TXN_685112514002,ORD_1207629581,CARD,AMERICAN_EXPRESS,DUPLICATE_TRANSACTION,442.67,INR,IN,2026-01-04,42,2026-02-15,True,32,2,1,0,7,4,1,0,1,True,True,True,False,True,False,1200,1700,442.67,train
CB_IN_2026_06790,TXN_437322808735,ORD_6801195717,CARD,VISA,NOT_AS_DESCRIBED,1559.26,INR,IN,2026-01-22,24,2026-02-15,False,44,6,0,1,7,5,2,0,0,True,True,True,False,True,False,1200,1700,1559.26,train
CB_IN_2026_02485,TXN_445008514069,ORD_6881730933,CARD,AMERICAN_EXPRESS,FRAUD_UNAUTHORIZED,2703.39,INR,IN,2026-01-30,16,2026-02-15,True,40,5,1,0,11,8,2,0,1,True,True,True,False,False,False,1200,1700,2703.39,train
CB_IN_2026_07029,TXN_909723476526,ORD_8550252734,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,1001.39,INR,IN,2026-02-03,12,2026-02-15,False,21,5,1,0,5,3,2,0,0,True,True,True,False,False,True,300,800,1001.39,train
CB_IN_2026_07810,TXN_219648792946,ORD_8751271753,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,392.59,INR,IN,2026-02-05,10,2026-02-15,True,36,5,1,0,8,5,1,0,0,True,True,False,False,True,False,300,800,392.59,train
CB_IN_2026_00737,TXN_371864411905,ORD_4514207448,CARD,VISA,NOT_AS_DESCRIBED,1291.7,INR,IN,2026-02-03,12,2026-02-15,False,30,4,0,0,8,6,2,0,1,False,False,True,False,True,True,1200,1700,1291.7,train
CB_IN_2026_02230,TXN_405114271815,ORD_5501867750,CARD,VISA,RECON_SETTLEMENT_ERROR,1248.41,INR,IN,2026-02-12,3,2026-02-15,True,22,1,1,0,5,2,1,0,1,False,True,False,False,True,False,1200,1700,1248.41,train
CB_IN_2026_03935,TXN_337194696409,ORD_4734929584,CARD,RUPAY,FRAUD_UNAUTHORIZED,6022.55,INR,IN,2026-01-08,38,2026-02-15,True,30,1,0,0,7,5,2,0,0,True,False,False,False,True,False,300,800,6022.55,train
CB_IN_2026_00688,TXN_776766809417,ORD_5324361333,CARD,VISA,DUPLICATE_TRANSACTION,822.01,INR,IN,2026-01-14,32,2026-02-15,True,13,4,0,1,7,4,1,0,1,True,True,True,False,False,False,1200,1700,822.01,train
CB_IN_2026_04015,TXN_593437457649,ORD_4741888293,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,308.4,INR,IN,2026-01-23,23,2026-02-15,True,18,4,0,0,11,8,2,0,0,True,False,True,False,True,True,300,800,308.4,train
CB_IN_2026_08810,TXN_840715194585,ORD_7808302524,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,5492.36,INR,IN,2026-01-22,24,2026-02-15,True,43,4,0,0,5,3,1,0,1,True,False,True,True,True,False,300,800,5492.36,train
CB_IN_2026_07991,TXN_949714250870,ORD_2871763964,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,327.67,INR,IN,2026-02-14,1,2026-02-15,True,32,2,0,0,5,2,1,0,0,True,False,True,True,False,False,300,800,327.67,train
CB_IN_2026_03255,TXN_823601044236,ORD_1144505182,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,2383.24,INR,IN,2026-01-08,38,2026-02-15,False,30,0,1,0,8,4,2,0,0,True,False,True,False,True,False,300,800,2383.24,train
CB_IN_2026_04459,TXN_842052310922,ORD_4295535116,CARD,RUPAY,REFUND_NOT_RECEIVED,231.08,INR,IN,2026-02-07,8,2026-02-15,True,39,2,0,0,7,5,1,0,1,True,True,True,False,True,True,300,800,231.08,train
CB_IN_2026_04254,TXN_861563376410,ORD_9172070238,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,10386.81,INR,IN,2026-01-01,45,2026-02-15,True,16,5,1,0,6,4,1,0,0,False,True,True,False,False,False,300,800,10386.81,train
CB_IN_2026_07512,TXN_153426592233,ORD_6306213686,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,11329.86,INR,IN,2026-01-24,22,2026-02-15,True,41,0,0,0,11,8,2,0,0,True,True,True,False,True,False,300,800,11329.86,train
CB_IN_2026_07330,TXN_290388904285,ORD_4383490319,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,4837.81,INR,IN,2026-01-29,17,2026-02-15,True,14,4,0,0,6,4,1,0,1,True,False,True,True,False,False,300,800,4837.81,train
CB_IN_2026_05880,TXN_380402324554,ORD_1287866744,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,2248.32,INR,IN,2026-01-06,40,2026-02-15,False,8,0,1,0,8,4,2,0,0,True,True,False,False,False,True,300,800,2248.32,train
CB_IN_2026_09225,TXN_843192756916,ORD_6216582314,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,5775.24,INR,IN,2026-01-17,29,2026-02-15,True,23,3,2,0,9,6,2,0,0,True,True,False,False,False,False,1200,1700,5775.24,train
CB_IN_2026_06645,TXN_189959247290,ORD_4213892477,CARD,RUPAY,INCORRECT_AMOUNT,1723.29,INR,IN,2026-01-17,29,2026-02-15,True,31,3,1,0,7,4,2,0,0,True,True,False,False,False,False,300,800,1723.29,train
CB_IN_2026_00651,TXN_906071393245,ORD_4999846838,CARD,RUPAY,DUPLICATE_TRANSACTION,3262.13,INR,IN,2026-02-10,6,2026-02-16,False,40,6,0,0,8,5,1,0,1,True,False,True,False,True,True,300,800,3262.13,train
CB_IN_2026_04940,TXN_872508404883,ORD_6093303186,UPI,UPI_NPCI,NOT_AS_DESCRIBED,470.99,INR,IN,2026-01-31,16,2026-02-16,True,30,0,1,0,9,7,2,1,1,True,True,False,True,True,True,300,800,470.99,train
CB_IN_2026_02088,TXN_745076575147,ORD_1657024233,CARD,VISA,RECON_SETTLEMENT_ERROR,247.22,INR,IN,2026-01-01,46,2026-02-16,False,25,1,0,0,5,2,1,0,0,True,False,False,False,False,False,1200,1700,247.22,train
CB_IN_2026_08457,TXN_903360438828,ORD_3762534837,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,124.56,INR,IN,2026-01-29,18,2026-02-16,True,33,0,1,1,7,4,1,0,1,True,True,True,False,True,False,300,800,124.56,train
CB_IN_2026_06567,TXN_551544325166,ORD_5628660273,CARD,RUPAY,RECON_SETTLEMENT_ERROR,77.06,INR,IN,2026-01-09,38,2026-02-16,True,20,2,1,0,5,3,1,0,1,True,False,True,False,False,False,300,800,77.06,train
CB_IN_2026_02925,TXN_630810985470,ORD_1881681587,CARD,MASTERCARD,ITEM_NOT_RECEIVED,2964.57,INR,IN,2026-01-31,16,2026-02-16,False,2,2,1,0,5,3,2,0,0,True,False,True,False,True,True,1200,1700,2964.57,train
CB_IN_2026_04802,TXN_141458410091,ORD_3547909323,CARD,MASTERCARD,SERVICE_NOT_PROVIDED,657.99,INR,IN,2026-02-14,2,2026-02-16,False,34,3,0,0,8,5,1,1,1,True,True,True,True,True,True,1200,1700,657.99,train
CB_IN_2026_08294,TXN_719334398328,ORD_9799276195,CARD,VISA,DUPLICATE_TRANSACTION,8083.67,INR,IN,2026-02-14,2,2026-02-16,True,27,4,1,0,4,2,1,0,1,False,False,True,False,True,False,1200,1700,8083.67,train
CB_IN_2026_08393,TXN_731261016443,ORD_9276861850,CARD,VISA,ITEM_NOT_RECEIVED,862.17,INR,IN,2026-02-06,10,2026-02-16,True,9,3,0,0,5,3,2,0,1,True,True,True,True,False,False,1200,1700,862.17,train
CB_IN_2026_08741,TXN_694046206994,ORD_1257329732,CARD,RUPAY,ITEM_NOT_RECEIVED,175.07,INR,IN,2026-01-02,45,2026-02-16,True,24,5,0,0,7,4,2,0,0,True,False,True,False,False,False,300,800,175.07,train
CB_IN_2026_08656,TXN_268110636001,ORD_8408965770,CARD,RUPAY,DUPLICATE_TRANSACTION,88.97,INR,IN,2026-02-14,2,2026-02-16,False,19,6,2,0,5,3,1,0,1,False,False,True,False,True,False,300,800,88.97,train
CB_IN_2026_01411,TXN_978307786331,ORD_1680802873,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,1780.87,INR,IN,2026-01-02,45,2026-02-16,False,11,4,0,0,9,6,2,0,0,True,True,True,True,False,False,300,800,1780.87,train
CB_IN_2026_01572,TXN_596946432973,ORD_3902727836,CARD,VISA,FRAUD_UNAUTHORIZED,1251.22,INR,IN,2026-01-25,22,2026-02-16,True,2,0,0,0,8,4,2,0,0,True,True,False,False,True,False,1200,1700,1251.22,train
CB_IN_2026_09016,TXN_685571564873,ORD_6561611150,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,2484.78,INR,IN,2026-01-14,33,2026-02-16,False,42,3,0,0,7,3,2,0,1,False,False,True,False,True,True,300,800,2484.78,train
CB_IN_2026_02173,TXN_236621559770,ORD_5994499426,CARD,MASTERCARD,INCORRECT_AMOUNT,276.86,INR,IN,2026-01-24,23,2026-02-16,False,26,3,3,0,6,3,2,0,1,False,False,True,True,True,False,1200,1700,276.86,train
CB_IN_2026_06980,TXN_971932351836,ORD_8424784969,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,866.3,INR,IN,2026-01-29,18,2026-02-16,True,12,0,1,0,5,2,1,0,0,True,True,False,False,False,True,300,800,866.3,train
CB_IN_2026_09031,TXN_925852269369,ORD_7832817263,CARD,VISA,NOT_AS_DESCRIBED,2263.23,INR,IN,2026-01-07,40,2026-02-16,True,11,1,0,0,7,5,2,0,0,True,False,False,False,False,False,1200,1700,2263.23,train
CB_IN_2026_06655,TXN_439225433609,ORD_8075637010,CARD,RUPAY,NOT_AS_DESCRIBED,1713.31,INR,IN,2026-01-12,35,2026-02-16,True,41,3,1,0,6,3,2,0,1,True,True,True,False,True,True,300,800,1713.31,train
CB_IN_2026_00195,TXN_261341477341,ORD_9288578687,UPI,UPI_NPCI,SERVICE_NOT_PROVIDED,9216.29,INR,IN,2026-02-02,14,2026-02-16,True,33,2,1,0,4,2,1,1,1,True,True,True,False,True,True,300,800,9216.29,train
CB_IN_2026_03164,TXN_640724400214,ORD_3567513564,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,3145.87,INR,IN,2026-01-20,27,2026-02-16,False,27,1,0,0,8,5,2,0,1,True,True,False,False,True,True,300,800,3145.87,train
CB_IN_2026_06848,TXN_281636644206,ORD_2441655613,CARD,RUPAY,ITEM_NOT_RECEIVED,6429.52,INR,IN,2026-01-08,39,2026-02-16,False,4,3,1,0,8,6,2,0,0,True,False,False,True,True,True,300,800,6429.52,train
CB_IN_2026_03932,TXN_559149663967,ORD_6240982511,CARD,RUPAY,FRAUD_UNAUTHORIZED,2083.14,INR,IN,2026-01-14,33,2026-02-16,True,36,0,0,0,8,4,2,0,0,True,False,False,False,False,False,300,800,2083.14,train
CB_IN_2026_04492,TXN_996514531874,ORD_8953117779,CARD,RUPAY,FRAUD_UNAUTHORIZED,510.45,INR,IN,2026-01-21,26,2026-02-16,False,42,4,0,0,7,3,2,0,0,True,False,True,False,False,False,300,800,510.45,train
CB_IN_2026_02877,TXN_461175701843,ORD_2619422124,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,532.83,INR,IN,2026-01-30,17,2026-02-16,True,20,1,1,0,5,2,1,0,1,True,True,False,True,True,False,300,800,532.83,train
CB_IN_2026_00436,TXN_212431311375,ORD_3077580832,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,8066.67,INR,IN,2026-02-15,1,2026-02-16,True,37,3,0,1,10,7,2,0,1,True,False,False,False,True,False,300,800,8066.67,train
CB_IN_2026_03467,TXN_371130570501,ORD_7637936655,CARD,RUPAY,DUPLICATE_TRANSACTION,1681.16,INR,IN,2026-02-11,5,2026-02-16,True,15,3,0,0,7,5,1,0,1,True,True,True,False,True,False,300,800,1681.16,train
CB_IN_2026_01013,TXN_955054985161,ORD_3596644933,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,995.69,INR,IN,2026-01-28,19,2026-02-16,True,26,0,0,0,11,7,2,0,0,True,True,False,False,False,False,300,800,995.69,train
CB_IN_2026_08777,TXN_818272393857,ORD_3457940160,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,1383.42,INR,IN,2026-01-02,45,2026-02-16,False,10,1,0,0,4,2,1,0,1,True,False,True,True,True,False,300,800,1383.42,train
CB_IN_2026_02176,TXN_472067419950,ORD_4954650231,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,783.34,INR,IN,2026-01-26,22,2026-02-17,True,7,4,0,0,7,5,2,0,0,True,True,True,False,True,True,300,800,783.34,train
CB_IN_2026_00378,TXN_444987840499,ORD_5695677050,CARD,VISA,DUPLICATE_TRANSACTION,1029.61,INR,IN,2026-01-26,22,2026-02-17,True,13,5,0,0,6,4,1,0,1,True,True,True,False,True,False,1200,1700,1029.61,train
CB_IN_2026_09022,TXN_917757432779,ORD_6949660392,CARD,RUPAY,NOT_AS_DESCRIBED,754.76,INR,IN,2026-02-14,3,2026-02-17,True,38,3,2,0,5,3,2,0,1,False,False,True,False,True,True,300,800,754.76,train
CB_IN_2026_09980,TXN_352942672948,ORD_2599565089,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,117.02,INR,IN,2026-01-10,38,2026-02-17,False,19,3,1,0,7,5,1,0,1,True,True,True,False,True,True,300,800,117.02,train
CB_IN_2026_09351,TXN_556298936201,ORD_1339044309,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,954.34,INR,IN,2026-01-05,43,2026-02-17,False,9,3,0,0,6,4,2,0,0,False,False,True,False,False,True,300,800,954.34,train
CB_IN_2026_04380,TXN_569797648341,ORD_5984835340,UPI,UPI_NPCI,SERVICE_NOT_PROVIDED,12617.92,INR,IN,2026-01-30,18,2026-02-17,True,36,6,2,0,9,6,1,1,0,True,True,True,False,True,False,300,800,12617.92,train
CB_IN_2026_08514,TXN_454625902165,ORD_4581432190,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,14930.26,INR,IN,2026-02-02,15,2026-02-17,True,38,2,0,0,7,5,1,0,1,True,True,True,False,True,True,300,800,14930.26,train
CB_IN_2026_02061,TXN_339228471947,ORD_7636608509,CARD,RUPAY,DUPLICATE_TRANSACTION,249.9,INR,IN,2026-02-12,5,2026-02-17,True,4,3,0,0,7,5,1,0,1,True,True,True,True,True,False,300,800,249.9,train
CB_IN_2026_04877,TXN_712387954983,ORD_5405923611,CARD,RUPAY,SERVICE_NOT_PROVIDED,2267.8,INR,IN,2026-02-11,6,2026-02-17,True,15,5,0,0,5,3,1,0,0,True,False,True,False,True,False,300,800,2267.8,train
CB_IN_2026_00391,TXN_209729510501,ORD_9401964816,CARD,RUPAY,NOT_AS_DESCRIBED,2748.39,INR,IN,2026-01-29,19,2026-02-17,True,14,4,0,0,6,3,2,0,0,False,False,False,False,True,False,300,800,2748.39,train
CB_IN_2026_04704,TXN_220500162437,ORD_2792933515,CARD,RUPAY,SERVICE_NOT_PROVIDED,5221.08,INR,IN,2026-01-29,19,2026-02-17,True,26,2,0,0,9,6,1,0,0,True,False,True,False,True,False,300,800,5221.08,train
CB_IN_2026_06214,TXN_322910200621,ORD_7362495676,CARD,VISA,ITEM_NOT_RECEIVED,2142.54,INR,IN,2026-02-15,2,2026-02-17,True,8,3,1,0,7,4,2,0,0,True,False,False,False,True,True,1200,1700,2142.54,train
CB_IN_2026_01847,TXN_677405193367,ORD_5618274421,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,29487.9,INR,IN,2026-01-05,43,2026-02-17,True,3,3,0,0,7,4,1,0,1,False,False,False,False,False,True,300,800,29487.9,train
CB_IN_2026_09121,TXN_964018313009,ORD_2888332582,CARD,RUPAY,FRAUD_UNAUTHORIZED,2899.51,INR,IN,2026-02-14,3,2026-02-17,False,19,3,0,0,7,4,2,0,1,True,True,True,False,True,True,300,800,2899.51,train
CB_IN_2026_05363,TXN_910167305594,ORD_8954787009,CARD,RUPAY,FRAUD_UNAUTHORIZED,1936.17,INR,IN,2026-02-14,3,2026-02-17,True,11,1,0,0,6,3,2,0,0,True,True,False,False,False,False,300,800,1936.17,train
CB_IN_2026_00933,TXN_784013474569,ORD_5548058480,CARD,RUPAY,REFUND_NOT_RECEIVED,1483.12,INR,IN,2026-01-18,30,2026-02-17,True,6,4,0,0,6,4,1,0,1,True,True,True,False,True,True,300,800,1483.12,train
CB_IN_2026_08120,TXN_438645386517,ORD_7228306217,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,815.07,INR,IN,2026-02-07,10,2026-02-17,False,31,2,1,0,7,5,1,1,1,True,False,True,False,True,False,300,800,815.07,train
CB_IN_2026_07170,TXN_553375510419,ORD_7218415309,CARD,RUPAY,ITEM_NOT_RECEIVED,4529.09,INR,IN,2026-01-01,47,2026-02-17,True,40,4,1,0,5,3,2,0,1,False,True,True,False,True,False,300,800,4529.09,train
CB_IN_2026_09601,TXN_275721305091,ORD_9854946557,CARD,VISA,FRAUD_UNAUTHORIZED,1931.76,INR,IN,2026-01-15,33,2026-02-17,True,29,0,0,0,7,5,2,1,0,True,False,False,True,True,True,1200,1700,1931.76,train
CB_IN_2026_02523,TXN_663543357256,ORD_3157481593,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,223.25,INR,IN,2026-02-05,12,2026-02-17,True,18,5,0,0,8,5,2,0,1,True,False,True,False,False,True,300,800,223.25,train
CB_IN_2026_05697,TXN_910613529786,ORD_1151615283,CARD,RUPAY,REFUND_NOT_RECEIVED,334.46,INR,IN,2026-01-02,46,2026-02-17,False,37,1,0,0,6,4,1,1,1,True,False,True,False,True,False,300,800,334.46,train
CB_IN_2026_05954,TXN_487203873711,ORD_4829520520,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,3584.25,INR,IN,2026-02-07,10,2026-02-17,True,3,1,1,0,9,5,2,0,1,False,False,True,False,False,True,300,800,3584.25,train
CB_IN_2026_01794,TXN_918816960459,ORD_7022566011,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,6113.57,INR,IN,2026-02-05,12,2026-02-17,True,2,6,0,0,7,5,2,1,1,True,True,True,False,True,False,300,800,6113.57,train
CB_IN_2026_08556,TXN_709906359439,ORD_6638543576,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,2463.6,INR,IN,2026-01-29,20,2026-02-18,False,35,4,1,0,10,7,2,1,1,False,True,True,False,True,True,300,800,2463.6,train
CB_IN_2026_09272,TXN_929374817487,ORD_7648716833,CARD,RUPAY,FRAUD_UNAUTHORIZED,412.29,INR,IN,2026-02-14,4,2026-02-18,True,34,2,0,0,9,5,2,0,0,True,False,False,False,False,False,300,800,412.29,train
CB_IN_2026_04759,TXN_938902103534,ORD_4805231328,CARD,AMERICAN_EXPRESS,FRAUD_UNAUTHORIZED,1136.59,INR,IN,2026-01-23,26,2026-02-18,False,31,5,0,0,9,6,2,0,1,True,True,True,False,False,False,1200,1700,1136.59,train
CB_IN_2026_03131,TXN_910994781835,ORD_8191767564,CARD,VISA,FRAUD_UNAUTHORIZED,835.56,INR,IN,2026-01-06,43,2026-02-18,True,28,0,1,0,12,8,2,0,0,True,True,False,False,True,False,1200,1700,835.56,train
CB_IN_2026_03802,TXN_381149030981,ORD_2031349243,CARD,VISA,INCORRECT_AMOUNT,437.83,INR,IN,2026-01-23,26,2026-02-18,True,32,4,1,0,7,5,2,1,0,True,False,True,False,False,False,1200,1700,437.83,train
CB_IN_2026_06587,TXN_970063817204,ORD_9991846709,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,7245.34,INR,IN,2026-02-01,17,2026-02-18,True,29,0,1,1,6,3,2,0,0,True,False,False,False,True,False,300,800,7245.34,train
CB_IN_2026_06688,TXN_602157684419,ORD_5590090758,CARD,RUPAY,NOT_AS_DESCRIBED,6318.24,INR,IN,2026-02-16,2,2026-02-18,True,21,5,1,0,8,5,2,0,1,False,False,False,False,True,False,300,800,6318.24,train
CB_IN_2026_08241,TXN_962175197207,ORD_1409136864,CARD,RUPAY,ITEM_NOT_RECEIVED,391.43,INR,IN,2026-01-19,30,2026-02-18,True,41,2,1,0,6,3,2,0,0,False,False,False,False,False,False,300,800,391.43,train
CB_IN_2026_01262,TXN_391543002043,ORD_5893547152,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,565.46,INR,IN,2026-01-22,27,2026-02-18,True,29,8,0,0,4,2,1,0,1,True,True,False,False,True,True,300,800,565.46,train
CB_IN_2026_09669,TXN_883686164865,ORD_1379274984,CARD,VISA,SUBSCRIPTION_CANCELED,311.08,INR,IN,2026-01-11,38,2026-02-18,False,32,1,0,0,6,4,1,0,1,False,True,True,True,True,True,1200,1700,311.08,train
CB_IN_2026_01289,TXN_611140807385,ORD_3057102463,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,2163.59,INR,IN,2026-01-28,21,2026-02-18,True,44,2,0,2,4,2,1,0,1,True,True,True,True,True,False,300,800,2163.59,train
CB_IN_2026_09258,TXN_452755409582,ORD_9362881747,CARD,VISA,FRAUD_UNAUTHORIZED,273.23,INR,IN,2026-01-25,24,2026-02-18,True,34,3,0,0,11,7,2,0,0,True,True,True,False,True,False,1200,1700,273.23,train
CB_IN_2026_09044,TXN_376831102979,ORD_3579301911,CARD,RUPAY,NOT_AS_DESCRIBED,1063.36,INR,IN,2026-01-24,25,2026-02-18,True,5,0,0,0,6,4,2,0,1,True,False,False,False,False,True,300,800,1063.36,train
CB_IN_2026_01726,TXN_413448295115,ORD_5082562487,CARD,RUPAY,FRAUD_UNAUTHORIZED,2342.08,INR,IN,2026-01-22,27,2026-02-18,False,41,3,0,0,10,8,2,0,1,False,True,True,False,True,False,300,800,2342.08,train
CB_IN_2026_09290,TXN_464716609134,ORD_1336790770,CARD,RUPAY,REFUND_NOT_RECEIVED,307.5,INR,IN,2026-01-29,20,2026-02-18,True,31,3,0,0,8,5,1,0,1,True,True,False,False,True,True,300,800,307.5,train
CB_IN_2026_06621,TXN_346005691472,ORD_5163331821,CARD,RUPAY,DUPLICATE_TRANSACTION,630.15,INR,IN,2026-01-18,31,2026-02-18,True,39,2,1,0,5,3,1,0,1,True,True,False,False,True,True,300,800,630.15,train
CB_IN_2026_06002,TXN_612256084064,ORD_3044099847,CARD,MASTERCARD,ITEM_NOT_RECEIVED,9010.09,INR,IN,2026-01-01,48,2026-02-18,True,16,6,0,0,7,4,2,1,0,True,False,True,False,True,False,1200,1700,9010.09,train
CB_IN_2026_01251,TXN_196662660659,ORD_8024540353,CARD,RUPAY,REFUND_NOT_RECEIVED,2589.03,INR,IN,2026-01-14,35,2026-02-18,True,35,6,1,0,5,3,1,0,1,True,True,True,False,True,False,300,800,2589.03,train
CB_IN_2026_03608,TXN_279061040433,ORD_4558519054,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,6373.68,INR,IN,2026-01-19,30,2026-02-18,True,5,3,1,1,7,4,2,0,1,True,True,True,False,True,False,1200,1700,6373.68,train
CB_IN_2026_00536,TXN_572579472670,ORD_7209192902,CARD,VISA,ITEM_NOT_RECEIVED,28975.32,INR,IN,2026-01-28,21,2026-02-18,False,40,6,0,0,9,7,2,0,0,True,True,True,True,True,True,1200,1700,28975.32,train
CB_IN_2026_07515,TXN_561232326040,ORD_3406760634,CARD,VISA,SERVICE_NOT_PROVIDED,2783.6,INR,IN,2026-02-13,5,2026-02-18,True,28,5,0,0,9,6,1,1,0,True,False,True,False,True,False,1200,1700,2783.6,train
CB_IN_2026_01036,TXN_408126189970,ORD_5666218415,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,1774.29,INR,IN,2026-01-02,47,2026-02-18,True,23,3,0,0,6,4,1,1,1,True,True,True,False,True,False,300,800,1774.29,train
CB_IN_2026_08523,TXN_473868263033,ORD_2158012204,CARD,RUPAY,SERVICE_NOT_PROVIDED,5149.06,INR,IN,2026-02-13,5,2026-02-18,True,30,0,1,0,5,3,1,1,1,True,True,False,False,True,True,300,800,5149.06,train
CB_IN_2026_05687,TXN_275749462185,ORD_3716749238,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,1392.34,INR,IN,2026-02-09,9,2026-02-18,True,22,3,1,0,10,6,2,0,1,True,False,False,False,True,True,1200,1700,1392.34,train
CB_IN_2026_01980,TXN_873605020077,ORD_5654157581,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,17481.1,INR,IN,2026-01-31,18,2026-02-18,False,4,0,0,0,8,4,2,1,0,True,False,False,False,True,True,300,800,17481.1,train
CB_IN_2026_02595,TXN_921986467149,ORD_7725578765,CARD,VISA,FRAUD_UNAUTHORIZED,2430.52,INR,IN,2026-01-25,24,2026-02-18,False,2,1,0,0,6,3,2,0,0,False,True,True,False,True,False,1200,1700,2430.52,train
CB_IN_2026_07800,TXN_275608049908,ORD_6215505847,UPI,UPI_NPCI,INCORRECT_AMOUNT,460.1,INR,IN,2026-02-04,15,2026-02-19,True,26,0,1,0,5,3,2,0,0,True,True,True,False,False,True,300,800,460.1,train
CB_IN_2026_00923,TXN_588127962071,ORD_4319104684,CARD,VISA,FRAUD_UNAUTHORIZED,6415.28,INR,IN,2026-01-05,45,2026-02-19,False,12,3,4,0,11,7,2,0,1,True,True,True,False,True,False,1200,1700,6415.28,train
CB_IN_2026_07156,TXN_870227561830,ORD_5939118547,CARD,RUPAY,DUPLICATE_TRANSACTION,574.17,INR,IN,2026-01-05,45,2026-02-19,False,43,2,0,0,7,5,1,0,1,False,False,True,False,True,False,300,800,574.17,train
CB_IN_2026_03611,TXN_394760870481,ORD_5380049278,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,766.07,INR,IN,2026-02-04,15,2026-02-19,True,31,2,0,0,4,2,1,0,0,True,True,True,False,True,False,300,800,766.07,train
CB_IN_2026_01907,TXN_164617428124,ORD_8315488177,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,875.58,INR,IN,2026-02-03,16,2026-02-19,True,10,5,2,0,7,5,2,0,1,True,True,True,False,True,True,300,800,875.58,train
CB_IN_2026_09191,TXN_363291700604,ORD_5743120936,UPI,UPI_NPCI,INCORRECT_AMOUNT,923.57,INR,IN,2026-02-11,8,2026-02-19,False,18,3,0,0,7,4,2,0,1,False,True,True,False,True,True,300,800,923.57,train
CB_IN_2026_01842,TXN_238854812872,ORD_6717441005,CARD,RUPAY,SUBSCRIPTION_CANCELED,260.25,INR,IN,2026-02-08,11,2026-02-19,True,25,4,1,0,5,3,1,0,0,True,False,True,False,True,False,300,800,260.25,train
CB_IN_2026_06025,TXN_883977273873,ORD_9949968867,UPI,UPI_NPCI,NOT_AS_DESCRIBED,691.55,INR,IN,2026-01-14,36,2026-02-19,True,12,2,1,0,9,6,2,0,1,False,True,True,False,True,True,300,800,691.55,train
CB_IN_2026_07192,TXN_598476233175,ORD_3380204156,CARD,RUPAY,ITEM_NOT_RECEIVED,1115.32,INR,IN,2026-01-19,31,2026-02-19,True,32,0,1,0,8,5,2,0,0,False,True,False,False,True,False,300,800,1115.32,train
