case_id,bank_rrn_match_true,delivery_otp_verified_true,ip_geo_match_true,sim_swap_flag_48h_true,transaction_record_match_true,post_dispute_activity_true,account_pattern_consistent_true,_hidden_bank_leniency,_hidden_cardholder_counter,base_win_prob,noisy_win_prob,merchant_representment_won
CB_IN_2026_06432,True,True,True,False,True,False,True,0.38015008104864145,0.5437013788819742,0.8552478718376396,0.8959850218343856,0
CB_IN_2026_09530,True,True,True,False,True,True,True,0.16576432942239772,0.2257452016675502,0.8613171993639327,0.8949725771341642,1
CB_IN_2026_06347,False,True,False,False,True,False,False,0.5557417074337462,0.23769049344387957,0.0954947674701673,0.11723140583761399,0
CB_IN_2026_09515,True,True,True,False,True,False,True,0.09553254460879147,0.30751794646051295,0.8647121107070037,0.8901095100060049,1
CB_IN_2026_01476,False,True,True,False,False,False,True,0.3780069988918368,0.4314073404782671,0.02,0.02,0
CB_IN_2026_07740,True,True,True,False,False,True,True,0.4747345883854837,0.5399638557918568,0.8169717650270724,0.8277256479716324,1
CB_IN_2026_04777,True,True,False,False,True,True,False,0.1985667447359943,0.37656187232582383,0.02,0.02,0
CB_IN_2026_06326,True,True,True,False,True,False,True,0.6190707372980936,0.2857106145910862,0.5709575552709558,0.5714526736342143,0
CB_IN_2026_04997,True,True,True,False,True,False,False,0.14056486148698888,0.32499747614214247,0.02,0.05597601110226258,0
CB_IN_2026_04391,True,False,False,False,True,False,True,0.5301681972870459,0.15605652212101398,0.9120145314623441,0.9172298197962891,1
CB_IN_2026_08955,True,False,True,False,True,False,True,0.3945823901918438,0.32583448930203407,0.7287664378928178,0.7573876203822921,1
CB_IN_2026_07273,True,True,True,False,True,False,True,0.37557332130054877,0.3013928129512259,0.8289295172609432,0.8374101437939768,1
CB_IN_2026_00921,True,True,False,False,False,False,True,0.4706169965366703,0.08416443542097458,0.312057596042303,0.32954481714071904,0
CB_IN_2026_08561,False,False,True,False,True,False,True,0.07748383615920146,0.4842187840061265,0.02,0.02,0
CB_IN_2026_05684,True,False,True,False,True,False,True,0.42313188758698184,0.2664974346994777,0.8881260830404901,0.900289042708005,1
CB_IN_2026_05657,False,True,True,False,False,False,True,0.3024540071920332,0.16115542867851573,0.1041789379951924,0.13871790622797978,0
CB_IN_2026_05386,True,True,True,False,True,True,True,0.29836034300989117,0.48274914302049227,0.4772596971489045,0.4819481651469066,1
CB_IN_2026_09565,True,True,True,False,True,False,True,0.4376512923545031,0.22343038011823899,0.7441751170707165,0.7216832017039492,1
CB_IN_2026_01368,True,True,False,False,False,False,True,0.3136436855554823,0.36059228677138033,0.8155780135895199,0.863038798751627,1
CB_IN_2026_03263,True,False,True,False,True,False,True,0.337514872186389,0.4276037934732809,0.8617414053150386,0.8823712422136659,1
CB_IN_2026_09575,True,False,False,False,True,False,False,0.2413932426700224,0.6426495735139606,0.02,0.04156967634188922,0
CB_IN_2026_03316,True,True,False,False,False,True,False,0.5191498960938299,0.23123970387652484,0.08914402363728727,0.03570010724279701,0
CB_IN_2026_04661,True,True,True,False,False,False,True,0.2873950216778766,0.39614394743878545,0.10887300785746665,0.052670615474679286,0
CB_IN_2026_00669,True,True,False,False,False,False,False,0.31025233203192676,0.46063894843490605,0.02,0.02,0
CB_IN_2026_05490,True,True,True,False,True,True,True,0.5447234715777215,0.797854990346014,0.8695813175547252,0.9170292673487784,1
CB_IN_2026_00003,True,True,False,False,True,True,True,0.5065743475260774,0.6490897318194458,0.8798799485211848,0.921167992871275,0
CB_IN_2026_06322,True,True,True,False,True,True,True,0.3759936841947993,0.5306599105166818,0.8360532510517077,0.7600113603071934,1
CB_IN_2026_05077,False,False,True,False,True,False,True,0.023437057492177938,0.4912747560308181,0.02,0.02,0
CB_IN_2026_00940,True,True,False,False,True,False,True,0.3876988370164536,0.33567074600630464,0.896956785841344,0.8974510870057064,1
CB_IN_2026_06633,True,False,True,False,True,False,True,0.3423782020820829,0.2814874718123826,0.5162525196445592,0.49224223809540973,0
CB_IN_2026_05168,True,True,True,False,True,False,True,0.3385152063481697,0.4932799380908085,0.25529383095269953,0.2043185830062866,1
CB_IN_2026_00969,True,True,False,False,True,True,True,0.05658776965883923,0.5259739611506615,0.12242145975916863,0.02679168268389094,0
CB_IN_2026_09003,True,True,True,False,True,True,True,0.4524417059473678,0.4338499925467389,0.5154108423074628,0.4835317885840685,0
CB_IN_2026_05853,True,True,True,False,True,False,True,0.20397199346171693,0.4059356521718387,0.14788307399822218,0.09923537754471658,0
CB_IN_2026_03104,True,True,True,False,True,True,False,0.161864303951547,0.4549823351548052,0.8379254829587052,0.8523930488161282,1
CB_IN_2026_07076,True,False,False,False,True,False,False,0.15704130657704327,0.5312206087847084,0.02,0.0669903417460998,1
CB_IN_2026_09297,False,False,True,False,True,False,True,0.5012397598448436,0.3931314195358637,0.2848356292277949,0.3346350024400575,0
CB_IN_2026_01432,True,True,True,True,False,True,True,0.48396303554400366,0.4005814456026575,0.10201741970501468,0.11688017215039394,0
CB_IN_2026_09164,True,False,False,False,True,False,False,0.38060090636724864,0.42438104408011085,0.8672340043560588,0.804661187059394,1
CB_IN_2026_08670,True,True,True,False,False,False,True,0.41089880772330306,0.11783318591626116,0.8515245383351703,0.8008048768673515,1
CB_IN_2026_08789,True,True,True,False,True,False,True,0.08098256788395562,0.5461881601944004,0.7690990921266346,0.8039260602029649,1
CB_IN_2026_06358,True,False,True,False,True,False,True,0.3092291247104063,0.46257732786688655,0.05484976217856011,0.17075117628611414,0
CB_IN_2026_06894,True,True,True,False,True,True,True,0.11447034616506806,0.5855217315795166,0.8191842683818565,0.8638523934014809,1
CB_IN_2026_07194,True,True,False,False,True,False,False,0.31755079141820297,0.3442082346676254,0.03187892308349679,0.03335248816971836,0
CB_IN_2026_02408,True,True,False,False,True,True,True,0.11900162409381689,0.22631300816553993,0.855648894074704,0.8270943274200532,1
CB_IN_2026_05430,True,False,True,False,True,False,True,0.23798135330410983,0.484175739335162,0.864140188462977,0.8338919171117765,1
CB_IN_2026_09736,True,True,True,True,False,False,True,0.24686257443658097,0.27616326810914144,0.26600718212147556,0.25736691238100584,0
CB_IN_2026_02778,True,False,False,False,False,False,True,0.5445572969420024,0.10580690887160643,0.11876618474587965,0.12277210712200728,1
CB_IN_2026_02476,False,False,False,False,False,False,False,0.15648016099420098,0.6153626213037964,0.02,0.023608979834979102,0
CB_IN_2026_01937,True,True,True,False,True,False,True,0.46518847686594383,0.5591077750429311,0.8139118397196201,0.8330428307760707,1
CB_IN_2026_02772,True,True,False,False,True,True,False,0.34910223656315637,0.5228344107740849,0.02,0.02,0
CB_IN_2026_00827,True,True,True,False,True,False,True,0.27603701221286087,0.40000923807275496,0.1371235176582678,0.14027227310962337,1
CB_IN_2026_02684,True,True,True,False,False,False,True,0.2053687440791175,0.12081109773427039,0.27656313951606704,0.254454609352396,0
CB_IN_2026_00516,False,False,True,False,True,False,True,0.3223070630737809,0.35090073889141343,0.02,0.031180641507156555,0
CB_IN_2026_00517,True,True,True,False,True,False,True,0.2666332380097688,0.44145243721330313,0.25185074483984193,0.22040191884906796,0
CB_IN_2026_01639,True,True,True,False,True,False,True,0.11671930362961376,0.4929310493975612,0.7787132114957975,0.8208874753861289,1
CB_IN_2026_09365,True,True,False,False,True,True,False,0.29342794231593144,0.3809548241713519,0.8111158706607766,0.7398981942211125,0
CB_IN_2026_08437,False,True,True,False,False,False,True,0.2920379194240912,0.11635254173232282,0.037409296157658666,0.02,0
CB_IN_2026_04865,True,True,True,False,True,False,True,0.39679040072496463,0.5802763732340821,0.18231662415988062,0.17521012078921586,0
CB_IN_2026_01334,True,False,True,False,False,False,True,0.22666847838644713,0.13160118814049013,0.515593517456216,0.5097354998839801,0
CB_IN_2026_01278,True,True,True,False,True,True,True,0.31564063109017704,0.5319040200478248,0.8486864737260388,0.8410133495441959,1
CB_IN_2026_02470,True,True,True,False,True,True,True,0.24198200742641474,0.3169632326454378,0.861341517626626,0.8474360739662219,1
CB_IN_2026_06148,True,True,True,False,True,False,True,0.43253568248653096,0.5142667977555962,0.814477602122824,0.8685387531896468,0
CB_IN_2026_08069,False,False,True,True,False,False,True,0.26500830291081034,0.1837883426588118,0.727422162083416,0.688974335060754,1
CB_IN_2026_00948,True,True,False,False,True,False,False,0.1878205410706131,0.19015059554313574,0.029041518882652266,0.08540254581802637,0
CB_IN_2026_03095,True,False,False,False,True,True,True,0.44662585498679686,0.3099796944251932,0.8865971331558963,0.9027441499912294,1
CB_IN_2026_07226,True,True,False,False,True,False,True,0.3248115071938669,0.6966957765009028,0.23330780321317374,0.2238506369762331,0
CB_IN_2026_07819,True,True,False,False,True,False,False,0.3931160965501936,0.5232062472829113,0.020142282217602024,0.02,0
CB_IN_2026_04667,True,False,True,False,True,False,True,0.3447954807304868,0.2792893196953406,0.27744652571812434,0.3070841094152786,0
CB_IN_2026_08507,False,True,True,False,True,False,True,0.07837941096181739,0.43713971574044735,0.22969155774137334,0.2707701261214346,0
CB_IN_2026_01400,True,False,False,False,True,False,False,0.28786766304879247,0.36880033687475405,0.02225348207854539,0.08308466985349977,0
CB_IN_2026_07491,True,False,False,False,True,True,False,0.31685633317425266,0.5221106941109538,0.02,0.14167189874931566,0
CB_IN_2026_02103,True,True,True,False,True,False,True,0.2580160804487347,0.2594852293152192,0.8690134067223263,0.8598527523407751,1
CB_IN_2026_05594,False,True,False,False,True,False,False,0.25778060423557764,0.7912676580293204,0.02,0.02,0
CB_IN_2026_08158,True,False,True,False,False,False,True,0.19097689504673102,0.45763988416184503,0.04115323898942322,0.024334689534724334,0
CB_IN_2026_03967,True,True,True,True,True,True,True,0.5593419465854947,0.8321817402468176,0.8279028595655776,0.8015749535333172,1
CB_IN_2026_07221,True,True,True,False,False,False,True,0.07018852346141757,0.14575892445670996,0.2578467303696991,0.25186752666814677,0
CB_IN_2026_02634,True,True,True,False,False,False,True,0.22579029710242665,0.6368787493096371,0.027406960721327492,0.04203152600271229,0
CB_IN_2026_07896,True,True,False,False,True,False,False,0.5566713964037497,0.4554453042929233,0.06301748363681148,0.07760043481711439,1
CB_IN_2026_02675,True,True,True,False,True,False,True,0.3489578736985438,0.26491064469082526,0.8793838803747428,0.9245788098082127,0
CB_IN_2026_07320,True,True,True,False,True,False,True,0.32150781025169534,0.2610940197555359,0.8264715352546498,0.8517364673258889,1
CB_IN_2026_04336,True,False,False,False,True,False,False,0.12862686386677225,0.737920904676672,0.20564313319634547,0.15084417772941056,0
CB_IN_2026_07885,True,True,True,False,True,False,True,0.23926450944387354,0.09769235059490378,0.2829425060737744,0.2854325380179659,1
CB_IN_2026_02587,False,False,False,False,True,True,True,0.1047657728174582,0.3982092934985385,0.8367509633882412,0.830108287815158,1
CB_IN_2026_04186,True,True,True,False,False,True,True,0.08891326465655833,0.5778838761508123,0.7668812041437058,0.7564984533306415,1
CB_IN_2026_03518,True,False,False,False,True,True,False,0.20176959063077082,0.22014725266250137,0.027331830226778958,0.12096163253858018,0
CB_IN_2026_06628,True,True,True,False,True,True,True,0.15786615297121,0.3056152541463613,0.8723824129419091,0.9624787555446257,1
CB_IN_2026_00770,True,False,False,False,False,True,False,0.06272719201944311,0.41357899276615717,0.030169363765717466,0.02396592060242861,0
CB_IN_2026_03741,True,True,False,True,True,True,False,0.20371664758971234,0.5409971567609742,0.02,0.03568567646220673,0
CB_IN_2026_01379,False,True,False,False,True,False,False,0.2600897045145631,0.6202146982202654,0.02,0.08501176339808167,0
CB_IN_2026_06869,False,False,True,False,False,True,True,0.23502127673629533,0.5177079894228156,0.02,0.04977154312582381,0
CB_IN_2026_09425,True,False,True,False,True,True,True,0.4808206031290977,0.5154736131107985,0.07015111106441188,0.08010999528033226,0
CB_IN_2026_02926,True,False,True,False,True,True,True,0.38400346251400314,0.3722480505323586,0.07285561044844452,0.03200198324606544,0
CB_IN_2026_07691,True,False,True,True,True,True,True,0.06423250101387772,0.7081975277666934,0.02,0.0837246011517461,0
CB_IN_2026_08119,False,True,True,False,True,True,True,0.35547160919941667,0.6623790933025957,0.8404186837736705,0.8311828442473204,1
CB_IN_2026_08864,False,True,False,False,False,True,True,0.0707363766214613,0.4911382501186244,0.023374540182712927,0.02,0
CB_IN_2026_08149,True,False,False,False,True,False,True,0.4660083665973298,0.8634295430410152,0.8535780496875781,0.812727480278528,1
CB_IN_2026_03057,True,True,False,False,True,False,False,0.09036419725241027,0.3289527553511877,0.02,0.02,0
CB_IN_2026_07623,True,False,True,False,True,False,True,0.20312656311137126,0.3130188270169749,0.8570733048716671,0.8929167466541067,0
CB_IN_2026_09498,False,True,True,False,False,False,True,0.16564084527038847,0.48602702664857933,0.7852741987675886,0.763944157282065,0
CB_IN_2026_06026,True,True,True,False,True,False,True,0.5001628734752099,0.3573886053193232,0.8882806842850929,0.9634723572877181,1
CB_IN_2026_08713,True,True,False,False,False,True,True,0.30302890772484803,0.4356567342516035,0.10679779550182142,0.08969893285379851,1
CB_IN_2026_04525,True,False,True,False,True,False,True,0.13278704375235206,0.5269733788137312,0.027237107368909136,0.06139377964329446,1
CB_IN_2026_01878,False,True,False,False,True,False,True,0.4290102170750427,0.3453765595048755,0.03094357009851758,0.022440203752931223,0
CB_IN_2026_05033,True,False,False,False,False,False,True,0.06868782841838172,0.6463742523696947,0.08760511417323633,0.07031643750056915,0
CB_IN_2026_00356,True,True,True,False,True,True,True,0.3275362863288866,0.331744846623232,0.8701298696971432,0.8432649846561318,1
CB_IN_2026_04809,True,True,True,False,True,False,True,0.13364714943176362,0.3481587037599544,0.8452217875558162,0.9428800328355444,1
CB_IN_2026_06216,True,True,True,False,True,False,True,0.06286279016909138,0.3805125595775919,0.44549567409717955,0.45964517209312866,1
CB_IN_2026_05931,True,True,True,False,True,False,True,0.3246896704391135,0.2728563062213133,0.8256771298305623,0.8506567586560047,1
CB_IN_2026_05541,True,True,True,False,False,False,True,0.3611917059538691,0.79865674552362,0.7774773301621023,0.8387406847594799,1
CB_IN_2026_06217,True,True,True,False,True,True,True,0.22386270578311698,0.18514218467810825,0.8723493062261632,0.8484727012412521,0
CB_IN_2026_09497,True,True,True,False,True,False,True,0.39949534084849947,0.431934518030664,0.14874598909875353,0.19299721947885992,0
CB_IN_2026_05863,True,False,False,False,True,True,False,0.08151599065846772,0.8584017707713408,0.02,0.12710407947489596,1
CB_IN_2026_01162,True,True,True,False,True,False,True,0.29461251805344024,0.4878442703482697,0.8505690751315859,0.7949982467703814,1
CB_IN_2026_01037,True,False,False,False,True,False,False,0.2614493603123158,0.4931784401185001,0.02,0.06379421900051549,0
CB_IN_2026_09265,True,True,True,False,True,False,True,0.08029650312657645,0.5366900546186558,0.6699665749133236,0.6869064852672453,1
CB_IN_2026_00465,True,True,True,False,True,False,True,0.2777328950362288,0.2573094105020844,0.821597006354139,0.8811311984318733,1
CB_IN_2026_05005,True,False,True,False,False,False,True,0.13780609020317636,0.42937308173291383,0.45315525578069826,0.449080901814088,1
CB_IN_2026_05827,True,True,True,False,True,True,True,0.2469514491869791,0.22019968689156946,0.8916142052132806,0.8838538010513627,1
CB_IN_2026_02663,True,True,True,False,True,False,True,0.0876309176882037,0.4205756108772289,0.8524581490348616,0.8315562128954102,0
CB_IN_2026_03559,True,False,False,False,True,False,True,0.5473482449604407,0.4704232529847838,0.2826394640967745,0.29174708064653454,0
CB_IN_2026_08945,True,False,True,False,False,False,True,0.47516628219358037,0.41482923528950866,0.09953703033427877,0.11808504710199452,1
CB_IN_2026_01028,True,False,True,False,True,True,True,0.1898948642402607,0.3366588710245502,0.8531214966063763,0.8647039333901979,1
CB_IN_2026_09446,True,False,True,False,False,False,True,0.38507844962625287,0.13595247056534696,0.17661416689861564,0.17932735551814816,0
CB_IN_2026_08883,True,False,True,False,True,True,True,0.6822474482255272,0.5116125737947528,0.094708436407588,0.11489942831756017,0
CB_IN_2026_02799,True,False,True,False,True,True,True,0.15406944478698095,0.4131791595126164,0.04117041742317608,0.05920150315725374,0
CB_IN_2026_08368,True,True,False,False,False,False,True,0.12133440189453584,0.3651735623665213,0.7920427719906922,0.8392331236564609,1
CB_IN_2026_02827,True,True,False,False,False,False,False,0.17137721322667027,0.3336689785097793,0.02,0.02,1
CB_IN_2026_02395,True,True,True,False,False,True,True,0.24616643523503093,0.5479057696867025,0.7887493952595335,0.778679661747554,1
CB_IN_2026_05584,True,True,False,False,True,False,False,0.40039118394127043,0.5504215423522589,0.02,0.02,0
CB_IN_2026_03927,True,True,False,True,True,False,False,0.22447854677799584,0.5538817700084777,0.02,0.09637544490565823,0
CB_IN_2026_01725,True,True,True,False,False,True,True,0.39485418341799783,0.6409964358606769,0.7972828584240921,0.8613398782902745,1
CB_IN_2026_00349,True,True,True,False,True,True,True,0.06183788156228944,0.38049715067186923,0.8533708307202879,0.7772746033035123,0
CB_IN_2026_04425,True,False,True,False,False,True,True,0.42840096989499243,0.5636934131673993,0.05903877507065917,0.04069262373067753,0
CB_IN_2026_09371,True,False,True,False,True,False,True,0.31224847202850786,0.39478498416902247,0.8619913182265188,0.8450557412769322,1
CB_IN_2026_04775,True,False,True,False,True,True,True,0.3096789783897694,0.43807659080400524,0.8573538183263718,0.9234214925823566,1
CB_IN_2026_02450,True,True,True,False,False,False,True,0.18837287007160763,0.506719718438896,0.6859327725647033,0.7077122706580843,1
CB_IN_2026_06128,True,True,True,False,True,False,True,0.20152113302696487,0.5588699601441633,0.13229553994881946,0.08902212702946707,0
CB_IN_2026_02444,True,True,True,True,True,False,True,0.38481285641848945,0.3976615518460655,0.02,0.02,0
CB_IN_2026_06840,True,True,True,False,True,False,True,0.08036225932042859,0.5600701460351388,0.6676364565149375,0.6011068372352423,0
CB_IN_2026_07222,True,False,True,False,False,False,True,0.27028479055279664,0.3526660901398439,0.14116756585235118,0.09993188494576327,0
CB_IN_2026_06789,True,False,False,False,True,False,True,0.5287228383114873,0.6046306743655464,0.14698367316082384,0.08731953749975616,0
CB_IN_2026_01511,True,False,False,False,True,False,False,0.34199190648065003,0.4439424799309147,0.2606447807845865,0.3298753975330273,1
CB_IN_2026_05065,True,True,False,False,True,False,True,0.4279028952604648,0.15174323264050724,0.9201740241672051,0.9058426758072752,1
CB_IN_2026_04066,True,False,True,False,False,True,True,0.4781209785753597,0.5168080489038782,0.08969371253865534,0.12750939543168097,0
CB_IN_2026_07414,True,True,True,False,True,True,True,0.5256824597867173,0.3933651398305659,0.5361317209827586,0.6050688000399743,1
CB_IN_2026_06767,True,False,False,False,True,False,False,0.1689372949836533,0.4727934686016785,0.02,0.04770067126832701,0
CB_IN_2026_09305,True,True,True,False,True,True,True,0.3031247873878812,0.19616499963493364,0.9007584745230525,0.9071600627536323,1
CB_IN_2026_09685,False,True,True,False,False,False,True,0.20091150181779496,0.5261176141537252,0.23549761880276288,0.31033528769391017,1
CB_IN_2026_00695,True,True,True,False,True,False,True,0.3369347433677539,0.46083465379313254,0.8583487038248172,0.9001643480511214,1
CB_IN_2026_06460,True,True,True,False,True,False,True,0.2912386224641007,0.6687376427967405,0.4479370780733091,0.43590287514891485,1
CB_IN_2026_02168,False,True,True,False,True,False,True,0.4919310065779678,0.6917018049169603,0.2538615402976601,0.23820383001153658,0
CB_IN_2026_08579,True,True,True,False,True,False,True,0.377946744332035,0.3460375469220228,0.8247498546276419,0.8355180059555127,0
CB_IN_2026_05457,False,False,True,False,True,True,True,0.17257583476849192,0.8045653311169401,0.4038303672861574,0.37589032103916875,1
CB_IN_2026_05283,True,True,True,False,True,False,True,0.30812202636230107,0.22740751288155503,0.8282338918753206,0.8293497992562444,1
CB_IN_2026_04297,True,True,True,False,True,False,True,0.2801502546934454,0.4323600646275734,0.4811760412445531,0.43051402387863047,0
CB_IN_2026_05660,False,False,True,False,False,True,True,0.18625901416844814,0.1407709979228459,0.07227398190792919,0.07026910582093936,0
CB_IN_2026_04430,True,True,False,False,False,True,False,0.5069363003347825,0.524912236520538,0.0923411323881201,0.09180586243956011,0
CB_IN_2026_04476,False,True,True,False,False,False,True,0.47270574463163645,0.6801850445393101,0.13270618490186536,0.1691447239663897,0
CB_IN_2026_05052,False,True,True,False,True,False,True,0.07214791084817793,0.5576686453441718,0.1207792853680098,0.18194096065114604,0
CB_IN_2026_01288,True,False,True,False,True,False,True,0.24566930144552587,0.38700747729021157,0.054779568444441956,0.05035025785654579,0
CB_IN_2026_06675,True,True,True,False,True,False,True,0.4604207388655257,0.15705524413069974,0.8535449642507931,0.8387118385237203,1
CB_IN_2026_05032,True,False,False,False,True,False,True,0.7810460680886189,0.6235023176381065,0.2526838659720078,0.292472097228033,1
CB_IN_2026_07171,True,True,True,False,True,False,True,0.6090749759283834,0.4860328458728349,0.5389100683047515,0.45512233899217064,1
CB_IN_2026_07167,True,True,True,False,True,True,True,0.1457033150447281,0.3427230080204576,0.8472120970033217,0.8523383171794406,1
CB_IN_2026_03580,True,True,True,False,False,True,True,0.19303264853992058,0.434264247585738,0.46346689257012347,0.5044169993242424,1
CB_IN_2026_00411,True,True,True,False,False,False,True,0.427043465662226,0.56513338718721,0.10873187716074612,0.15635029249373386,0
CB_IN_2026_06790,True,True,True,False,False,False,True,0.05071652987840877,0.5348022074686613,0.2166057628385429,0.23876025071647422,1
CB_IN_2026_02485,True,False,False,False,True,True,True,0.255205697685565,0.2806305744033387,0.1989465533766122,0.24111877309177934,0
CB_IN_2026_07029,True,False,True,False,True,True,True,0.3424605148486868,0.3564247823527362,0.0694527835465688,0.04624924735283953,0
CB_IN_2026_07810,True,True,True,False,True,False,True,0.6090086269892214,0.5043681153921955,0.736644223699487,0.6479872473756934,1
CB_IN_2026_00737,False,False,True,False,True,True,True,0.03536389973949518,0.27777499566621977,0.8604661684021175,0.8780127574071936,1
CB_IN_2026_02230,True,False,False,True,False,False,False,0.28598267066451905,0.24330139332242212,0.8939877811475001,0.9270389531672811,1
CB_IN_2026_03935,True,False,False,False,True,True,False,0.05233677693525574,0.5166068451240479,0.02,0.04393979248910703,0
CB_IN_2026_00688,True,True,True,False,False,False,True,0.3433437144184702,0.28094023613649693,0.12710722211656672,0.08412873593197348,0
CB_IN_2026_04015,True,False,True,False,True,False,True,0.49104052167734985,0.6832362228765781,0.18572267090398326,0.27844268097234853,1
CB_IN_2026_08810,True,False,True,False,True,True,True,0.10899000288877214,0.49521153122268224,0.8475576472243844,0.8664538269227604,1
CB_IN_2026_07991,True,True,True,False,True,True,True,0.1450057414936537,0.7730109827070133,0.10409959070853712,0.11426436178741914,0
CB_IN_2026_03255,True,True,True,False,False,False,False,0.3274593467157294,0.4199419734740115,0.022500573322044165,0.0773074619309728,0
CB_IN_2026_04459,True,True,False,False,True,True,True,0.11623914702989012,0.30914813501421146,0.8470338841421657,0.8065149562994304,1
CB_IN_2026_04254,True,False,False,False,True,True,True,0.4703336709659621,0.18190465325495556,0.9022495751904199,0.9568979168853851,1
CB_IN_2026_07512,True,False,False,False,True,True,False,0.04277057119182141,0.774020277828407,0.02,0.02,0
CB_IN_2026_07330,True,True,True,False,True,True,True,0.2165660768802233,0.7155515465581933,0.8184327745698075,0.8334419556823821,1
CB_IN_2026_05880,True,True,False,False,True,True,False,0.11360043095050984,0.5839838655534828,0.02,0.02,0
CB_IN_2026_09225,True,True,True,False,True,False,True,0.2363508577993074,0.1689912356907861,0.21192148620624357,0.2064696267393855,0
CB_IN_2026_06645,False,True,True,False,True,True,True,0.21293891906647275,0.3899611510721555,0.8505565551807612,0.8727007131445141,1
CB_IN_2026_00651,True,False,True,False,False,True,True,0.4333710392522232,0.5308880608627192,0.11291571862399485,0.1615099938072183,0
CB_IN_2026_04940,True,True,False,False,True,True,False,0.39426034509953506,0.4913745289699675,0.8821737885149475,0.898055140151596,1
CB_IN_2026_02088,True,False,False,False,True,False,False,0.22308652442893823,0.7948910300833482,0.8312812799231378,0.8055492663718659,1
CB_IN_2026_08457,True,True,True,False,True,True,False,0.1285862946173144,0.8103378197824919,0.8183965733758286,0.797724201906797,1
CB_IN_2026_06567,True,True,True,False,True,False,True,0.03412505508605228,0.5019741436092724,0.8378975922493991,0.8627391275675019,0
CB_IN_2026_02925,True,False,True,False,True,False,True,0.16433919982105136,0.3893379446666723,0.04478690951185894,0.05372105148658349,0
CB_IN_2026_04802,True,True,True,False,True,False,True,0.3062275348463155,0.1771612292673732,0.16303118125482052,0.12627739486019232,0
CB_IN_2026_08294,True,False,False,False,True,True,True,0.4244351748747718,0.46560923308673646,0.868371297676299,0.8271268206776458,1
CB_IN_2026_08393,True,False,True,False,False,True,True,0.5054608913548004,0.21540949288904698,0.10311435767367136,0.09620558043915843,0
CB_IN_2026_08741,True,False,True,False,True,False,True,0.7110982732266887,0.5039593039852922,0.09893586238867344,0.10627774339227458,1
CB_IN_2026_08656,True,True,True,False,False,False,True,0.21060745623778898,0.7276715926514424,0.06650573548339042,0.07986001942922925,0
CB_IN_2026_01411,True,True,True,False,True,True,True,0.02474926722190776,0.4213754631641056,0.7748323657502183,0.7358955220216562,1
CB_IN_2026_01572,True,True,False,False,True,True,False,0.44634936320036006,0.16122759239189544,0.035085733781287695,0.029485871037148698,0
CB_IN_2026_09016,True,True,True,False,True,False,True,0.4008624756160378,0.43209009087200123,0.5053589814924074,0.521227448651831,1
CB_IN_2026_02173,True,False,True,False,True,False,True,0.2708206255946745,0.5649616313953515,0.8400023119318258,0.8828763099860106,1
CB_IN_2026_06980,True,True,False,False,True,True,False,0.2766122861555387,0.4403353354841747,0.8531599407902472,0.7866553522236991,1
CB_IN_2026_09031,True,True,True,False,True,False,True,0.05994428253591539,0.39119024086498627,0.2320742898178112,0.2561781129477474,0
CB_IN_2026_06655,True,False,True,False,True,False,True,0.19726750791735742,0.32106329836069547,0.25556577111401335,0.2766605708924726,1
CB_IN_2026_00195,True,False,True,False,True,False,True,0.19129296985726557,0.2416962167905879,0.14278553470381306,0.12954788418071192,1
CB_IN_2026_03164,True,False,True,False,True,False,True,0.04617164039310308,0.30630215316343035,0.03891038153082934,0.033783804440658434,0
CB_IN_2026_06848,True,True,True,False,True,False,True,0.326735215190932,0.6742229384958994,0.7857859319733219,0.765451248351105,1
CB_IN_2026_03932,True,True,False,False,True,True,False,0.3757613965206229,0.3690577457600877,0.03979361744011143,0.02,0
CB_IN_2026_04492,True,False,True,False,True,False,True,0.35213520390382447,0.5577462263230183,0.4767651068323122,0.4729458774881496,0
CB_IN_2026_02877,True,False,True,False,False,False,True,0.3040835075114062,0.3482647389664513,0.8856635470047236,0.7891781650468855,1
CB_IN_2026_00436,True,False,True,False,True,False,True,0.12868246010073778,0.5053518969643502,0.02890670551565351,0.040856839354435535,1
CB_IN_2026_03467,True,True,True,False,True,False,True,0.23577278659703196,0.6929143505719787,0.823001299334446,0.8204444524236718,1
CB_IN_2026_01013,True,True,False,False,True,True,False,0.11393358154518128,0.15141009644922274,0.02007520184165286,0.03222823048742914,0
CB_IN_2026_08777,True,True,True,False,True,False,True,0.2622512746755147,0.3589180060160505,0.8595783523594567,0.8737612819574596,1
CB_IN_2026_02176,True,True,True,False,True,False,True,0.15685434447814556,0.5301929182082201,0.44184193116439613,0.4858164587260985,1
CB_IN_2026_00378,True,True,True,False,False,True,True,0.23127626880582136,0.17100799652909046,0.12465235260378951,0.08076849168052333,0
CB_IN_2026_09022,True,True,True,False,True,False,True,0.4333632100499313,0.6366622975467561,0.25233735545131614,0.298142175336795,1
CB_IN_2026_09980,True,False,True,False,True,True,True,0.3143131971649734,0.5883664527077089,0.6928809383890259,0.726764304882385,0
CB_IN_2026_09351,True,True,True,False,False,True,True,0.30568071371425354,0.33860353870701027,0.5003456119367993,0.5867548832500259,0
CB_IN_2026_04380,True,True,True,False,True,True,True,0.20533940811614773,0.15484285724022231,0.8531564432499155,0.8079112406572546,1
